Sample,Exp1,Exp2
8759333,-12.356198867493491,-15.00800037608862
7784882,14.453886857516956,12.00735986061124
8142062,-1.3124528359084064,4.3584675080610324
5400115,16.58284850684494,21.699618284200326
5247444,8.520549163946825,6.974279730615433
9084783,7.231857466671502,9.562479176987942
6892322,18.45206097667556,12.330338793346797
9313232,-1.5437296939432512,-7.894663280993276
9316633,-3.821249713565308,-1.4644230662792475
2880580,4.982491855044145,2.866104192934901
5406540,-3.907082140426198,-1.3628325257825218
5761343,-12.98559363944443,-14.131485856623478
1847850,-20.984521585923567,-16.810287996236855
7626942,-14.699369293256762,-16.95042810121277
2695496,9.461172234439601,11.858009187661665
3352986,-17.254508430291807,-16.469022840576113
4073122,-1.735000954240387,-3.829620989560615
8671748,7.562121648711339,9.58974768356205
3777700,10.33449840960306,10.430279803947524
3567761,-14.44952443080182,-15.231562954296862
9036951,1.6062215325617988,-1.4054887887704557
3209981,-11.124957870721119,-7.921704066868387
2631138,-13.698369523230042,-11.195397944289015
3836811,1.7885690409040804,3.928285762171288
7928033,-4.740268496354612,-1.8932332617103143
9669295,13.99667249937455,15.93124448453793
1707657,18.22143013655823,22.50189367273734
2100595,-5.192254083038088,-4.484764610758453
2959974,16.2805405264355,11.623609621570814
3281811,9.451782237052157,17.446370201704692
6178265,6.317283378094498,8.73134348589533
7668370,13.233037705959257,14.502966244504009
1326307,4.599953427169946,-2.403511356018602
6050390,-9.854363975080906,-13.74185389791507
2720213,8.208058594637698,12.948580865178121
8120625,-10.714612501568048,-0.23710193812635527
1915863,-7.855180209281611,-1.6779980992644798
2123756,13.661776577607466,7.007704218091563
6158054,2.479591281995992,8.466624864526073
4121206,5.568302877508444,-3.3251897895538933
5929562,-5.896744068743791,-10.626393469713385
3072800,15.800284121921282,15.916071821714935
1514464,-7.433019060685161,-2.282716226525323
4631199,10.96015287124313,14.00685489661141
2365584,8.894124033157789,4.408468636076342
2655502,-1.9857523768879732,-5.758863025462319
5818106,-11.674056805564629,-11.366951238457757
2535939,11.537483425051315,9.08695827619316
7534533,-7.235764312215583,-4.107283773637575
5445187,10.590380961771805,14.652574907247987
5520524,8.800316936834804,13.847633818610618
9467043,22.416088557579045,16.872949048505063
3327541,-8.725436357324913,3.127043583568277
8554570,-0.7811617389459053,-10.507990942387357
6531092,10.199489591032144,4.690530537014806
6801126,-10.728702339007466,-5.921323807651359
8036537,0.11224109611203215,8.83418703320257
7274947,-6.9254412235254605,-18.53139260985192
