Sample,Exp1,Exp2
6335969,35.03068050634838,42.76502394644639
9231419,13.62321492534756,10.593694889277
4106241,25.953766305390868,27.18651597280975
4061107,81.66786710848989,64.06300966265098
8176306,102.06809429678118,119.21540071077803
7513683,6.128657832595087,6.074659017493697
8687585,29.65886407484311,30.370027962338476
2985348,49.39646411672583,56.47281323767564
7875663,63.46320676544704,74.29474072170629
5736547,83.65926555910343,87.46763213682469
9089528,-3.966619752377967,-3.5571712656015655
6313970,74.85359453428714,92.469532347545
6749718,-7.890198692292369,-7.0376156478462395
4921761,66.15157685144918,66.22502839087821
7873829,68.50300417234298,73.14089700631348
9691788,14.417675691928618,16.517673151767028
8305544,74.94815602525063,72.47141010811082
8147430,14.957876401850138,11.820182538185882
4380403,59.954834067022425,66.9298251000107
7196554,5.512727980526434,6.627682448107605
3004396,25.019304873544502,20.082684428324317
3588754,92.23571323015906,93.08216000826215
2839151,25.131240653724177,25.312195207120652
3893271,62.735344353634154,58.476212183334844
1719923,23.210753899256737,25.55324100397257
6646385,60.054973996063666,62.05884120738215
8637335,-6.822355075359261,-8.328825401053383
1955700,70.81995453858171,50.26362167372975
8392731,-4.324339640861159,-4.117787144732388
3587157,85.39826302811177,97.40624497445025
3875791,70.77771401170264,66.32167503143214
7303331,18.914504679095714,19.5262288226429
7741769,42.90088542772362,37.9543814918377
8577806,4.05889225193723,3.3762035859689536
1811061,28.420919314401736,32.7230035117994
5710278,89.24060947297089,90.00045843817726
6400725,44.804371067982785,43.425231260409255
7457344,21.92863086254133,24.06907764683144
4189431,33.71524662952361,29.876812570669202
6771254,102.9343287058833,116.7841300685088
9072329,83.40153531219958,74.55208925471233
4277945,65.89931108666046,82.7307473551621
8880929,133.63967966646518,92.12807043894476
8447840,60.392581222545935,65.00012245864608
3437575,94.41705533763036,84.14194162136201
7300923,1.9070817437461338,1.5272414577066866
8528740,51.97596326495138,39.1218899088561
7936714,39.501044725024414,46.33620498318285
8959444,30.606480672675524,40.40851075283185
4219082,46.25410471980967,43.91207773760687
5411568,31.799108485774152,20.999105957350523
7836058,5.081797168094189,5.123456810909629
3069824,73.41390987773512,78.55282283132487
3235184,101.4748384539995,108.62209658637344
7590451,22.176151630051898,25.02093460753742
2845181,36.59622557158606,38.58326895246966
1195208,32.422159580852224,37.32397919542384
7860268,106.59868693175787,85.99443812358153
2947052,22.927160065728067,20.354186576719847
7536011,107.78231080488575,100.56336686663477
5420616,12.941263130364874,17.92543818649468
6551128,70.65338576116464,78.59846671130607
2095357,53.00297411396024,60.289638864752064
4516358,-11.845520853809507,-10.65357674286671
3185134,10.721556827363209,11.11055954218999
7566079,80.11558605383874,115.33012743957437
8928315,67.47496199676416,51.75819716749058
1993297,24.696134631138758,23.130942824748985
3825495,93.25286212062609,112.05624342760284
6552114,81.73635904610016,83.00136382018258
5003621,101.01396738669756,94.8345900878283
3757937,21.284304686653854,20.651402432822685
5211566,120.35302008481705,109.43870234182981
4442249,114.65438692107014,129.60632384139222
1590064,64.04717230608053,62.4805748491123
5893676,112.88350871946665,101.21856908346827
2718574,76.88264740814219,49.987464748251725
2395844,104.33289460118611,118.90585439329432
8928130,38.19764872251565,36.97234479980359
6838966,75.61814009339798,73.37449644238897
4172135,76.1257386211921,75.92534664785467
9947172,16.368712114020887,19.76618119513965
3080188,69.47828443041361,60.22323229049793
9001021,80.820898181999965,93.02097540800878
1164583,90.34447489139254,84.80024711659189
1265955,47.87218821707396,45.934340997619316
1956691,108.01284523089136,97.22217350672123
2421750,44.98208014566251,44.05984796678309
3751877,94.1609594811126,113.42078547433461
1935830,93.69923319219292,93.53032433553946
5093481,90.30860621260857,93.3391525027064
3222709,33.2801931414746,33.655043161846656
4638769,64.21330261784341,59.75150765375685
2889400,101.43481683182266,121.55375104938175
6133308,59.157624989574906,67.02340128659141
2599583,72.02260585619501,69.826132142926
4760810,34.79698373507003,42.397655237297734
7839759,104.75028515362142,88.60959363704505
3746757,63.30820661789783,66.90257791359383
1238915,82.35631295971383,58.741063151108136
2433661,53.53402383983481,53.56046972739214
7679718,91.02503644445403,88.51374076618815
2487206,8.753777513200895,8.683656246420101
4808002,43.699893566571504,53.36104061367285
3867421,112.51534137481512,97.32423135509715
1489349,50.105283046018265,45.74336242806029
2916264,92.5948751546598,108.43024821816343
6159687,17.455535063715935,17.86531947788333
4372378,102.04441093395546,99.17757032262716
2488160,53.75238075314631,54.040952775411164
5372231,98.72829375516714,103.65781280795113
7545388,109.67758394278208,104.94997505256623
1887601,-2.748743847033999,-2.755513859258188
5551886,90.37345170896356,96.02754711104085
8613126,28.830651798711354,23.165570257153654
6608177,-2.907047534168008,-3.097303364982716
4041405,26.38571416165638,31.081038911007592
1976766,-7.858560952495442,-8.52267663868052
8963565,56.11412816021486,66.10209080182612
7597305,91.67236810313544,102.35317193179073
5875081,0.7783523156119772,0.7180839165740931
4459660,75.32216604159228,82.23167741657146
2373178,66.33203405085655,59.69450489177866
6381065,71.11743115445428,71.88851147224389
2785317,24.154390035525903,24.061820684597176
3922107,91.63112322344806,93.1398272475341
3197279,30.107201376110545,28.4349254097666
1027473,100.45670498790541,93.41062370637098
6227760,1.530312904983666,1.7798803614799417
9115389,85.60346049915118,66.49115095744696
1080361,7.876772241399565,8.399023197045421
4817611,40.709531602776714,42.176118767876325
9432909,103.24858948169395,114.86217122527574
7449988,59.21399815566956,58.0605960641782
9489585,8.900244561672597,6.3259029258859165
1697487,-6.305546753090877,-6.501973217411745
9087569,29.75923457839219,36.32967262486757
9079084,48.84377519001263,42.82955823058116
2684197,24.886278143093307,21.873048437516676
7630816,40.78118103725445,45.32514255591632
8726305,15.41157904685698,12.922623657167197
9270854,12.499663601877252,11.477909246175907
8798511,76.03931651549664,87.85266963741387
4339449,45.95314050052964,54.826729787100106
1319324,100.2823070630276,101.68414395836452
6417429,91.63209373425236,96.8321950731065
2280585,-7.021774053319736,-5.505588431677552
5739997,90.41142134978419,93.42197630301463
4465001,107.2428209256088,91.06545976781824
7742378,91.35556525601072,71.24278021127535
8810580,26.785700087211257,28.290433139081838
4092857,-3.3688251494230883,-2.966585629741274
5899062,53.64582851469525,59.24895609459413
4333474,18.284908407084227,21.270665527281015
3162265,66.95668416256301,68.5429944061617
3429886,29.34003127762714,24.650175571767345
2999313,64.40240489817266,64.66878223979379
6298147,34.810615542785236,35.369419081071975
4818984,92.0011704142701,104.61420112478588
5440073,35.80969541796379,29.268269444751603
5988541,20.884630976122835,17.187784090537736
3835213,12.38389329947925,17.19342841041857
1536891,11.052311306718076,12.046317457826065
2432299,34.44041217887427,29.855854808154675
3522770,108.09675444092377,108.49694684980025
8647619,60.14798206736451,50.33296592003174
6659937,44.941242221733816,44.68605052130994
3972327,50.02080498544179,43.744784148933
8718019,10.916229527317055,12.453356976635119
7013070,55.64552587629708,54.60684322947709
6967432,12.660062012142747,11.614899507750575
9661958,93.3392748466047,91.3461452464068
3887789,82.37198590569326,89.95861522999
6993254,25.38067209961958,21.713517788725664
7047668,103.69254308799296,96.88073220018076
4809696,13.317048991538053,15.057306469788582
5605361,50.18379512615517,41.42551652151387
8578788,33.76979663208128,33.793977365712465
9072200,35.770824925070805,37.90077734232364
1475014,43.785603823420935,41.60441020141314
1475010,43.91885463814231,44.585548739916064
9152828,15.201768394414623,17.929357449914
5189136,-8.940067993538287,-8.05771974187685
9115765,54.50440134268972,56.298804698216905
2385255,87.34972376014466,103.94101464960839
4444211,95.7516455357755,120.0415268271462
4217885,73.84990171001492,66.61816878855696
8900818,49.36288638520934,51.665002024652175
3017583,24.2749250606762,20.996430343513076
1637577,46.51524266140566,69.96805772403684
2075601,77.24668428760427,90.85336889869978
7572370,70.67737200333939,82.09951453476164
6026111,19.207419606993398,24.642666619019543
8754008,10.418857614793033,9.426947796754552
6509275,19.896464356430748,17.949578455264188
5861497,46.57070531927748,54.707058788763376
8820061,107.71518710958334,108.24587797514769
2199348,73.78078102669495,51.89925403367438
6287629,-1.737152487277923,-1.8642624570281454
6558221,48.42659431945654,47.77876223662798
1801418,56.96424662528641,54.273460013998125
2899082,6.853864356272591,5.988783360275792
8276662,56.18716803322787,47.95028806012072
8546545,67.57513151437999,66.4666068477483
2601514,77.97309673464457,70.11167801220057
6222570,109.8565193559021,91.64349930234873
9865833,46.84463402267337,41.95337758361885
4740800,35.679427731489454,29.771100440808944
3600181,81.17766817139885,82.42340255692865
1984141,44.55588019358193,40.34185609460328
1401812,88.33820000127089,95.8292107566151
8713375,20.157930945855377,18.77824328504646
7944911,-7.211933641960494,-8.7574164892652675
7321561,-6.876122075012656,-5.049152979927289
3806688,54.1075713259916,56.544455126020424
9338728,73.8187019988068,61.86863552481792
7725933,63.93485773028411,64.92427067748086
2445610,-4.72588103121808,-4.738159924876276
3089709,102.48000556390296,90.1528119942321
5298639,88.9094060021254,93.69725661322647
9488854,77.1397038188334,70.63069097367841
1086601,51.42053796422009,56.96891525947813
5562065,93.9736498956964,111.31259546708483
7705205,71.92613329874226,72.55781374897944
6534443,49.680884004990496,49.23588497725322
9373440,71.84104990852302,73.35641629894155
9808216,-0.002372705038120111,-0.0024469898173893265
